physical_page,render_filename,render_bytes,render_sha256,width_px,height_px,text_chars,ink_ratio,dark_ratio,blank_candidate,image_only_candidate,physical_edge_candidate,body_near_edge_candidate
340,page-340.png,203954,467180fcf5ae568ee9cdb7fef11624d2a1ba5660f03d7a0ad9e7fb3530dc97ca,763,1083,2078,0.083751145,0.069241186,false,false,false,false
341,page-341.png,168171,c5a39d8968eb627953253635a01af70bf19aa771e1796e5e8893b6911df65744,763,1083,1626,0.067663122,0.05595108,false,false,false,false
342,page-342.png,198004,062754030477a31dc00cc13dd1d0c4769ea5730cbf6a1981cf7fac86b5843fc1,763,1083,1953,0.080722085,0.06666352,false,false,false,false
343,page-343.png,181574,2995155e37239b5082191ca6d1c7f3b9c66ef87600c9e755e6ea46a558578d8a,763,1083,1729,0.073434431,0.061140296,false,false,false,false
344,page-344.png,165554,8f4b4669757e12b82478078a8ada0115793f0d8b15c1eb031c51665f0f0c07da,763,1083,1544,0.064044709,0.052929281,false,false,false,false
345,page-345.png,182412,15ff67adf7a9e22e6ba2bd6bd2e211101c2f2466fb1e87aa10345b5d90901a66,763,1083,1679,0.069813597,0.058251616,false,false,false,false
346,page-346.png,173502,725f182d354fec6acde9108f458d04482b7c7acdf96fa9aec40f95a033fc4b99,763,1083,1658,0.069877736,0.057621117,false,false,false,false
347,page-347.png,154555,ac1c5ea0a9ed3994d75f52df4bc20f57bcca2e52d2a111428bff4db77962669e,763,1083,1515,0.06405197,0.053281441,false,false,false,false
348,page-348.png,161768,742eb876e59b5f8e81b1bda952802bd886e07f0d1cbc657e043af9a7b9c3d02f,763,1083,1464,0.066790588,0.05594987,false,false,false,false
349,page-349.png,160075,32ebc81b725d9abc764db4cad7796cb9a78efec5e81b0545010b91beeeacc142,763,1083,1508,0.063963627,0.052713871,false,false,false,false
350,page-350.png,153055,8acac967c9151d90c4503f4e5d9bddb5a92a1da7fd30897a4934dc5dc10d8229,763,1083,1377,0.059833311,0.049430675,false,false,false,false
351,page-351.png,165066,b33a7c26334eb0631791345f9dc3884a9c12873b28d9ec0dd3de70358cadef22,763,1083,1584,0.069678058,0.058099135,false,false,false,false
352,page-352.png,192578,e6662eabd8e4fb26e28d8d5bbce878ef400ac56066c58f9f91b178dc6ab2c6de,763,1083,1888,0.078196457,0.064630432,false,false,false,false
353,page-353.png,189401,fa8b4a2b2b2e25f3c89c6cf9b29035e0b44e3f7982af4507c42fed202b7e05f4,763,1083,1883,0.078443332,0.06490272,false,false,false,false
354,page-354.png,167123,7f461c19c9b0e63e45992d7a50862217b03d740f020bb5d2e0a0b05a661a5834,763,1083,1574,0.066089899,0.054598108,false,false,false,false
355,page-355.png,194961,0541cee3853b7dc0f8eebab6af023c293ef0a44a033df7729757890665345856,763,1083,2033,0.083073449,0.068818836,false,false,false,false
356,page-356.png,152602,d387fc8a1a68ae920a4f707332aebd33d906543fbd60e27430674c25f4eccb0c,763,1083,1373,0.063036636,0.052840939,false,false,false,false
357,page-357.png,168461,864ab9844c9f16c57cf1fcdd3c77bada4689987f044b0b8bb0762e3a24f2339d,763,1083,1682,0.071041922,0.058916001,false,false,false,false
358,page-358.png,173649,1407f49e568c91317014d7c1f07d4eb99bd4da879ddb6bb26fcab154ce6cb812,763,1083,1595,0.069256918,0.057495259,false,false,false,false
359,page-359.png,154102,d1a59bc195f729bce1d068cf98b13b97eb8d82fff778e384cc19accd4dc930d7,763,1083,1398,0.059210073,0.048680368,false,false,false,false
360,page-360.png,189366,d0c1848cbeb3fe2e629d8a8812d40f2370bb3b36938e5e241b69cc59cd286961,763,1083,1776,0.074457026,0.061759904,false,false,false,false
361,page-361.png,169928,b9a5fd3451c3d8053152b90500d354a25116628344597655c3ff26bf481610da,763,1083,1577,0.066869249,0.055163258,false,false,false,false
362,page-362.png,134029,09c61ddf3e88289fe51f2a7425e3d90bca704b76225c157ea87eba6409280039,763,1083,1287,0.05524918,0.045865509,false,false,false,false
363,page-363.png,137572,17a4d39587dea650b4ba548b6d9e30cfc73657c9e9e50fd449f5fe4ceb1b0589,763,1083,1269,0.081541372,0.071614333,false,false,false,false
364,page-364.png,199243,edbc263cc4ac3ddd471559a30575d10d764eafc870ebaac60785dd63ad79307b,763,1083,2006,0.084870554,0.070302507,false,false,false,false
365,page-365.png,175034,5904d72de728d6a0b9f8dbdd3dcbc09e374575c68d759f69a18ef7d6e4a032cf,763,1083,1740,0.071647007,0.05884097,false,false,false,false
366,page-366.png,174529,9f891c5243ffffb305c4b40d3686db4897ac6b0d553fbf5cfff1315703ba0ce3,763,1083,1621,0.072329544,0.060212095,false,false,false,false
367,page-367.png,156881,05a670e6a24da650ad9c336581a0e0daec105068c8a60a6eee8eae53bb1614c1,763,1083,1536,0.061882132,0.051404465,false,false,false,false
368,page-368.png,167109,3da0c2e199dbb54eb9288dd52754e2dbfec3faa0117fc66cb5b1d81ae0d11ebe,763,1083,1711,0.063891017,0.052740494,false,false,false,false
369,page-369.png,139106,52bb93fec051701079401f8d5203b0e08123348f6b8c16b7e2b70a12400b3678,763,1083,1433,0.052439162,0.043280582,false,false,false,false
370,page-370.png,183053,7762f82224257c2f02f16496b6a2038750c23f20ccc300a1f0abd4dbc0adfa35,763,1083,1873,0.068555019,0.056862339,false,false,false,false
371,page-371.png,28241,44bec857177cac4befbc6e96d7692d87e472b151f0fd75dbdbceebeb834bb352,763,1083,239,0.008753172,0.007332431,false,false,false,false
372,page-372.png,4006,1ae1c0b5c9050f49e9aae499e232840fd226372dff1fa18e92c768791eecb7be,763,1083,0,0.0,0.0,true,false,false,false
373,page-373.png,138309,b51b2532c1c511eb6db647d9435850963ef5eac22f7168befdc88332d07fda22,763,1083,1384,0.139069305,0.085674108,false,false,false,false
374,page-374.png,211550,6189dd5f765627511a3db60658acfac74d5740fd3d9e10a58bd37a6dfd5f3c1a,763,1083,2310,0.093092461,0.076511898,false,false,false,false
375,page-375.png,191600,5c340bebf9d3a1988b4cfc562bbf7b849d58190192fbbdd53934594f315ac2db,763,1083,2017,0.08871648,0.072782149,false,false,false,false
376,page-376.png,167698,3ea7fc69b7f1c88cefcfab866510bd4cae2d02101dbaf780e752b1e4ad0f524c,763,1083,1653,0.068081841,0.056329864,false,false,false,false
377,page-377.png,147985,feef80ede11347fe4ac4be6c6b8f919ade986e941641820473af0aac3d1463eb,763,1083,1417,0.058925682,0.048421391,false,false,false,false
378,page-378.png,114323,ecbf48eaf1fc7fba03e898d2d6c4b521ee47244ef3f5d3ec5dd4acab896ea25e,763,1083,993,0.043469369,0.035738792,false,false,false,false
379,page-379.png,148248,1db841aac2054037411fa42fbbafcdad7462959b80971f5de98a4b10fbe78e36,763,1083,1364,0.061039852,0.051374211,false,false,false,false
380,page-380.png,160082,ded205c41e513be0a2f40b180384a0ab94d88061a5d2fa1bbc5a7e33e500db1c,763,1083,1560,0.064732086,0.053573093,false,false,false,false
381,page-381.png,176441,eac98d7d7445e2fbd03afc85916af46d671622bcf5cac4b8ca2778676c649ceb,763,1083,1721,0.073030234,0.06081113,false,false,false,false
382,page-382.png,124984,09487825f731d5ce7cbb35829af81732dbb98b5809549c67a3d768f1effbf97c,763,1083,1269,0.055683632,0.046849378,false,false,false,false
383,page-383.png,199743,247716919ae5e821a0de8b73a35cdd94a7070e20bd50b36500d84229fd2d563b,763,1083,1965,0.078773709,0.064939025,false,false,false,false
384,page-384.png,113656,f99aeda2bc4ba66b7fcbbb9fda0d3343dfdb5756583f4560ff2f5893153f225a,763,1083,983,0.043646054,0.036213179,false,false,false,false
385,page-385.png,125973,73215723b384772aef1671fad9a0721d05eb8ca3ef1c817322f717e2f3c0c4e5,763,1083,1137,0.046063977,0.037900158,false,false,false,false
386,page-386.png,152498,ec468cc1bd2e8342f1097b829eade9a39f5127a2ac856e7e7838fa8242a9bd78,763,1083,1409,0.059035808,0.048682789,false,false,false,false
387,page-387.png,176286,d900b53ea9de8962aad4fee9a75ac939ac65cf2ade1aaf11ebc1b4d49bc76b9b,763,1083,1724,0.075642994,0.063087463,false,false,false,false
388,page-388.png,156314,bc6aa01c1e6a214c4517e1aba531255c2c5bd40350cb8491a41ce5585d99b1bc,763,1083,1511,0.06264333,0.05150975,false,false,false,false
389,page-389.png,156716,5d60f6f5be48c36f0cdca88f9a9da73b728342065d9e6b6dedbe5f8623260808,763,1083,1472,0.063322236,0.052393175,false,false,false,false
390,page-390.png,176407,afa2bf6a4a95004c34bd72a2123402da99c1673c9e48016743330783e04263d9,763,1083,1653,0.071090328,0.058762309,false,false,false,false
391,page-391.png,158997,90ae4e6ffc1581b7a8bb5be7ec504efa007c0a608403509da68cdf6de00ae4c9,763,1083,1552,0.067428349,0.056178592,false,false,false,false
392,page-392.png,188194,f0e492864191929d64f64dadb8c59c314d454d270875d248df582f1ea265d33b,763,1083,1772,0.073671625,0.060868008,false,false,false,false
393,page-393.png,171413,07f026270db0d05d939e15f177f5856c4c1c53f2cbbc936f976a62a66bb04a51,763,1083,1678,0.06919762,0.056694125,false,false,false,false
394,page-394.png,171597,6f6f5a20dfcd2cab6aefd1fc7acae43cb9d818e5ede05e9891db50b1b7f606db,763,1083,1648,0.068504191,0.056557376,false,false,false,false
395,page-395.png,152850,3e8a0dd10d63d57a24d47ac65bdc66ce95f098d28514283f0654b64b2926c50c,763,1083,1515,0.061506978,0.050648107,false,false,false,false
396,page-396.png,139347,5818137381de8f68d8359f48ae0fd4de802d70eac19e7f259a28c1377db41d0c,763,1083,1248,0.05891237,0.049574685,false,false,false,false
397,page-397.png,198631,8c4edd2786502a150e26e9c1413843e6bac78b38b9cef185e535678d51428be2,763,1083,2060,0.087431277,0.072333175,false,false,false,false
398,page-398.png,180951,b1adccaae8f14c0260ed3bbee1d0541cad8549d3f28be3f8f1985257a8347ee8,763,1083,1753,0.071924137,0.059363764,false,false,false,false
399,page-399.png,163586,a9d37475fdfd4780e478ac014cd78467690a35141b5eed1348491121eff27864,763,1083,1629,0.066962433,0.055059183,false,false,false,false
400,page-400.png,146028,fe7e1636666c893e823b0b89f9a008300e85944ff8a06ba928a69cc758e3272f,763,1083,1356,0.056553746,0.046528683,false,false,false,false
401,page-401.png,171908,ffd52a8308b9d78e1d21678855f91bdebff940d1797624d7431d38552f33b9e3,763,1083,1650,0.069725255,0.057621117,false,false,false,false
402,page-402.png,167300,bcfbc1a1272871c3fab2e49c22c955dd9cb2b95ba1eac99859c197b6ba039a08,763,1083,1598,0.070492504,0.058703011,false,false,false,false
403,page-403.png,180025,1c9b38167f7277f697ffcec3446ff6d81b0a09c0ab5ec0f085be0c00664d669a,763,1083,1727,0.07349978,0.06060419,false,false,false,false
404,page-404.png,178708,3f268a3fb22fc91bfecde38b6e7b1588e4a8de3e8a9d6655ecb1ffe94f06d845,763,1083,1790,0.076043561,0.06299791,false,false,false,false
405,page-405.png,163242,366915fbde67fecfa8d66fcb57fb29e3f69b3abbb6fa7a927fe91517852c13c9,763,1083,1564,0.063604206,0.052105154,false,false,false,false
406,page-406.png,195571,69c6283fbbdf678a0095ad4cdd545fedd88daf487deb486d13e4615b7a6e0f97,763,1083,2171,0.085983912,0.071235549,false,false,false,false
407,page-407.png,161703,94f5e3bd7a9cf318a558c259f09b6557aaae4d1a2eb7cc4e0d1c305b7bac1be8,763,1083,1715,0.061844616,0.05151096,false,false,false,false
408,page-408.png,132751,012903cf600415424fdc655a659a116bf9b6e8d428238d4e1f297a4fce355e13,763,1083,1443,0.050355246,0.041959074,false,false,false,false
409,page-409.png,96337,e47521737260e3c34178636814d24c81128b397022bcc001c391b4759f68aa0a,763,1083,990,0.03608006,0.029641946,false,false,false,false
410,page-410.png,4006,1ae1c0b5c9050f49e9aae499e232840fd226372dff1fa18e92c768791eecb7be,763,1083,0,0.0,0.0,true,false,false,false
411,page-411.png,8412,f7db090a00c98796db1308b7b305b1ac48b6337ccd40cd32f752ad3a270ecc04,763,1083,12,0.004338466,0.004152099,false,false,false,false
412,page-412.png,4006,1ae1c0b5c9050f49e9aae499e232840fd226372dff1fa18e92c768791eecb7be,763,1083,0,0.0,0.0,true,false,false,false
413,page-413.png,111471,9ee1d9b35a7cbc812733e0d4e0d0b505beed263370f9a1db99a4afc371270264,763,1083,968,0.158847142,0.091945218,false,false,false,false
414,page-414.png,225057,18bf696ac2221ecf8b24d1afc318007d95797955a917ce3bb07bcd3575c6270a,763,1083,2347,0.097472072,0.080568393,false,false,false,false
415,page-415.png,200564,84f8337bac2eb437365eeba8cfa326c9875908eedc86e2eaa3d482b62a9ddaa6,763,1083,2162,0.08900329,0.073485258,false,false,false,false
416,page-416.png,205559,d023aa1eaa9cd6a29e992cc0f798efdd4e8e1ae04ed55949b33e1103a94d321a,763,1083,2179,0.09111141,0.074734156,false,false,false,false
417,page-417.png,172007,be38de670f2e8b64b717bc82a21ea7ebf31d84d995af76f5b0ef3006505fd7e4,763,1083,1601,0.07371156,0.061211697,false,false,false,false
418,page-418.png,164646,c345102da6c8babe3f25cb2a084c841cdb19fd24f9c41b90bf2bae0fcc60c9b4,763,1083,1522,0.06645174,0.054789315,false,false,false,false
419,page-419.png,170476,7f24322a08378acf2c2d390e2ca8b7b2bb257dddc87a9a5161d31d4e2f455312,763,1083,1639,0.069806336,0.057888565,false,false,false,false
420,page-420.png,157287,eb92fbdebf5e328cd062b38f7dbc2c5b669639b6f4b4fb603a80c5ff280394b7,763,1083,1339,0.060466231,0.050131364,false,false,false,false
421,page-421.png,147570,5f408bfba9a3b8e2c687ab053a9bdbf195c1e46790502f685ad11424614eb21b,763,1083,1488,0.058462186,0.048576293,false,false,false,false
422,page-422.png,125462,c32285a8da32a84fc24d5efd1f796426003d2fc9c3e99434f1a07d315785fff7,763,1083,1230,0.04904584,0.040373749,false,false,false,false
423,page-423.png,164249,2ca99a1bba7cf61385321e3d1a007c85db645d45e11a50c28dd0de0dea713d67,763,1083,1661,0.066832944,0.055493635,false,false,false,false
424,page-424.png,101148,d77a264c3960d4b504111fd2d8943ea6585853b288c36f42f7ce9480d13abd99,763,1083,1073,0.036682726,0.0300171,false,false,false,false
425,page-425.png,159343,f090f1d182b729d20454519de62965d89453dd60fbd964aec0ef0cdec1a0dc91,763,1083,1426,0.066278686,0.055398032,false,false,false,false
426,page-426.png,172363,6d96bf8c95454e490b24704518a65f7a9b1e249ffa811fa54ce3e78bcf873339,763,1083,1650,0.071368668,0.059038228,false,false,false,false
427,page-427.png,178926,6570d889a1aa365435c7c52449a37201b4e6f6903a1cb7f8a8731902387a61b8,763,1083,1723,0.076150056,0.063375484,false,false,false,false
428,page-428.png,174460,4becf67ef40fff449abf645edf0e89774864bb95048b6b3f87bc5caaa5a2f347,763,1083,1787,0.07540096,0.062438811,false,false,false,false
429,page-429.png,135493,4c50e6e6bbe605c41a81b79014bb96cb5c4e356372e2cd74a62c2456e845fba3,763,1083,1376,0.05390952,0.044289865,false,false,false,false
430,page-430.png,143156,ebe563d9e55dfca294f90a4f5d4f123f14fce3e28e5a49c8f9949cc71395406e,763,1083,1349,0.05594987,0.046358049,false,false,false,false
431,page-431.png,165060,5e61dae293a83d22389f5a32d59959af9800f2d5039fca45a9f5f36ae20ea56e,763,1083,1560,0.0659592,0.054584796,false,false,false,false
432,page-432.png,150536,4cb931377f0972a7b880a7e55b40fb5ca3c87d1244ca92d25cc73d2452e08692,763,1083,1454,0.062195566,0.051320963,false,false,false,false
433,page-433.png,153825,1df492bc0cd0af2b0219d06492ab9fc134a8edc5c9a8198f743558dd0ea32922,763,1083,1322,0.064021715,0.05390952,false,false,false,false
434,page-434.png,175383,5a3b0290704d372456e79a1c75e27245dc6c813253a95cda6d678a93f1e3306b,763,1083,1619,0.069399719,0.057455323,false,false,false,false
435,page-435.png,164789,d9b0dc5c1d97889b24394f116e7b14fcff5c5839147b57660b1a1f5b117b86f8,763,1083,1635,0.068793422,0.056742532,false,false,false,false
436,page-436.png,188773,e916ff0b42683e14c6579d83f33975bfda21269849e3e1a68492e2f7a43e231a,763,1083,1825,0.077109723,0.063577582,false,false,false,false
437,page-437.png,149576,72b2725180efcafbf0b6293d4e4858c8bbea4917827bc955995d28f5ffbd24d1,763,1083,1394,0.056472664,0.046269706,false,false,false,false
438,page-438.png,185774,7fb5503c9de2ddd192554ca05eeed5e6f4b2fcb37103007a3ab364a93343615b,763,1083,1864,0.076379989,0.062849059,false,false,false,false
439,page-439.png,173423,ef09971614dd9f5652a00e6dba1e995baa6967213c84134df096a903db5cf3b5,763,1083,1586,0.071259752,0.059293574,false,false,false,false
440,page-440.png,169983,d98acac1d52b551e082a4b03c38c516ce64874c441ea8b3d61c679ab6e938093,763,1083,1642,0.069393668,0.057607805,false,false,false,false
441,page-441.png,182085,27e15cca2edff15897bddec7db839f3294a180247d180720db7b2cc73ef7ed74,763,1083,1738,0.074069771,0.061211697,false,false,false,false
442,page-442.png,168997,5b5d2f3ad3288743b667ee17bbb74236502cd255c08ad204ff793c9874c6dc8a,763,1083,1605,0.06785675,0.056201586,false,false,false,false
443,page-443.png,130935,df833d0233c01d994d06787bcdb6aca4a02eca0506373817cdf6b6e9a0360f17,763,1083,1169,0.049911113,0.041315263,false,false,false,false
444,page-444.png,165451,1dfe7aa258c082f62eab03196af6332cbc965cef193ff2f13c4770755df676ed,763,1083,1589,0.069749458,0.057756656,false,false,false,false
445,page-445.png,143729,94732f3d9e0eb8415b8ab57e58f31888de32ee0ad6808db608eb0220cbaa7b75,763,1083,1393,0.058126969,0.047807834,false,false,false,false
446,page-446.png,117112,3d2d2b1ebb67aa5f9d7b46d6277c39494e17cb829938f821d778ae68c51b50b1,763,1083,1079,0.04756338,0.039337842,false,false,false,false
447,page-447.png,177593,133601ab07f961b2e4a96612d2efd04e8ddd5d47b307d62af246cd36da720e14,763,1083,1722,0.071826113,0.059384337,false,false,false,false
448,page-448.png,177431,adec7d0b1292d9735fd93fcf75829bea9ef643597830d0aae3dc3ac1486ef2fd,763,1083,1690,0.073536086,0.060985394,false,false,false,false
449,page-449.png,162325,60ca6ce79e0bdf5dece3384bc366db2aa587e5f997b33523dca55363422b31a1,763,1083,1463,0.063437202,0.052526294,false,false,false,false
450,page-450.png,171127,e3c9419b69f14e4e6d8709a92dbe751055548faa41bf5324791529ca8241ef45,763,1083,1668,0.069895889,0.057745765,false,false,false,false
451,page-451.png,138642,35c03f0827d69fae299f151d5918ec00f55c33d0d1f00f88e6a830ee7c1ac4bf,763,1083,1277,0.059315357,0.049462139,false,false,false,false
452,page-452.png,154613,48796ab2aee32e86251d1b80f66ddced08c1580c3004f9053fc4260b4b84f2e0,763,1083,1355,0.057808694,0.047101094,false,false,false,false
453,page-453.png,165830,5b49196ba64d44f7025fbc2f2cb9f17df53ab52f429a374067b8162fc1c885d6,763,1083,1597,0.06631257,0.054497664,false,false,false,false
454,page-454.png,173451,c36b0aec8416cdfdf0a5b9e9566c6091e43779d0fd9747a6df8b697bd3437dd0,763,1083,1682,0.071541722,0.059144723,false,false,false,false
455,page-455.png,178744,83849a1098f51a20fd93f2378d001a908863da86928c9df9a96c4746176bfd83,763,1083,1793,0.074455816,0.061742962,false,false,false,false
456,page-456.png,198179,b6905c36ec0dcef0e27dc20e476ea4a05445636055049e5176d760177173491c,763,1083,1798,0.077155709,0.063748217,false,false,false,false
457,page-457.png,126532,55f9abe3520782d0f1bd4471b63d5d4db6e5fa54c0fe0d7eaa3f066e43945906,763,1083,1131,0.050642057,0.042590784,false,false,false,false
458,page-458.png,135451,d7ec634ee85ea13fe660225e00ba428f29a2e8269c4b8503a478e730143cbf92,763,1083,1213,0.049584367,0.041017561,false,false,false,false
459,page-459.png,169178,1050730e344669230e38ce66d4cdff43aa92a5ba9297e5280a70c73c77f1f7c4,763,1083,1566,0.06511329,0.053256028,false,false,false,false
460,page-460.png,157874,c1ec902338663fe09974465fcb5076b080ed8a430417622b2f47949b73f2a6d0,763,1083,1434,0.063659874,0.05313017,false,false,false,false
461,page-461.png,115777,e3952a355efd81630322b81fac46b25ab25e65323180cf812add6cb97cb7a0b9,763,1083,1073,0.046197096,0.03791347,false,false,false,false
462,page-462.png,133157,fd2d8c53ea390d82eb373dd5410054f76b3ec26537e1e238dcdd241dda7136f0,763,1083,1141,0.050783647,0.042157543,false,false,false,false
463,page-463.png,172174,5f390ee60c082b7c90ad201180bdf7a5b4ba5731217ed6ac0ea2fb04565cc4d3,763,1083,1683,0.069985442,0.057700988,false,false,false,false
464,page-464.png,177530,9e8e44d19fb4c30660a46fbec4aadf5c9296e610afa8690b4dd8bb05366e805b,763,1083,1689,0.072322283,0.059926494,false,false,false,false
465,page-465.png,148466,ec3d6249291765e34a4b8d9c09709d392ed51e0f720ebe1eaff97d9ab18ee6f2,763,1083,1324,0.057490418,0.047644461,false,false,false,false
466,page-466.png,159444,b07002d1057f357bc34ca42f78790a1e6cd42334a8362370390a715b90675edb,763,1083,1385,0.064212922,0.053501692,false,false,false,false
467,page-467.png,152665,e20b4c075103c3b10e8441a3f3c5ccdebe12ad652cf40628bb57e5c3478d3631,763,1083,1446,0.0595465,0.048894569,false,false,false,false
468,page-468.png,184923,e19188ffc89a43e09ecd5c6016b1a8cadc5834210566b9bf2368d693a6963304,763,1083,1753,0.073946334,0.061185073,false,false,false,false
469,page-469.png,150945,a3e1114cb8c85acc6b21524b92889f35f48736a527643294bd7f4a38059d164b,763,1083,1451,0.059139883,0.048598077,false,false,false,false
470,page-470.png,150480,ad5d2fbea8b010c94d682341d1c10c2db466cc3045f57f88c14849aaa92b612f,763,1083,1461,0.060173369,0.049741689,false,false,false,false
471,page-471.png,201899,f16559f041c3d859ec6b293119473d3a024ed3f4b74ac7d28c88782c5b9d485e,763,1083,1906,0.07969949,0.066127414,false,false,false,false
472,page-472.png,155791,77e0f90a219337b81e3a697eb597465c528669abdcf3a6b43cf8627e44f560d0,763,1083,1486,0.064127,0.053072081,false,false,false,false
473,page-473.png,178408,4acaaaee7019a228fd51aa4f161056530d572d73559464fc0cf254c33eb8afae,763,1083,1733,0.075227906,0.062599764,false,false,false,false
474,page-474.png,150585,65512e5be8c12fa0e1fae02bbd31e488caa79bb1ac23c7804c36c7bca1d643d8,763,1083,1429,0.060416614,0.049993405,false,false,false,false
475,page-475.png,117898,a6dc0868f36105a1ec78c93e4b3494f3bba8a5322a0787e5e5d52a9a037c75fa,763,1083,1050,0.044125282,0.036278528,false,false,false,false
476,page-476.png,151534,1f908a10bc3e26ba12cbd5b867c3dc722fa6b7778f7264a49250258b06a3a4b7,763,1083,1416,0.059853884,0.049448827,false,false,false,false
477,page-477.png,157381,af3cf9c106d2a856e2d6345f34ac1fd4c8781bceb30b6d67c954f0bc227f268a,763,1083,1444,0.061821623,0.051249563,false,false,false,false
478,page-478.png,150085,9f71592be75d9b81b98340d4c3cce3da657737dc23f482314a97054e964b5f38,763,1083,1405,0.05968567,0.049246729,false,false,false,false
479,page-479.png,131984,33c4e5c3b19e9e2693cfb66003f538a3f8f64f7f30e8c23c60e16ab325fb9121,763,1083,1328,0.051013579,0.04192882,false,false,false,false
480,page-480.png,154968,f70abc8b8d18152d13168861f28ea9d95fd13ed0e266e358535465947232ad3b,763,1083,1512,0.064048339,0.052915969,false,false,false,false
481,page-481.png,165037,88d3b43ad93153db4e777bca06289139748c5f0bdbd1ac65aa6352d02ba94349,763,1083,1554,0.064008403,0.052884505,false,false,false,false
482,page-482.png,171393,464f35a3756225c992c8f9db7a48f2e40bee9bc17d7442d980f1ba7447d2d1c9,763,1083,1744,0.07110001,0.058828868,false,false,false,false
483,page-483.png,132639,17a467bfa19aee8e1cad5bbc72be813520431636e4487abdff46a01ddb796f7a,763,1083,1207,0.051731211,0.042679127,false,false,false,false
484,page-484.png,157401,d1a4ca6e5fc366718d18f6ebb0edb6cfeeda373d80d311f6b81057bc69f42558,763,1083,1418,0.059441215,0.049024057,false,false,false,false
485,page-485.png,160013,d36fcae3d08295d1ea68b43ee74f651777c31e2a2cb97d06039cd41802a15eba,763,1083,1533,0.064529987,0.053013993,false,false,false,false
486,page-486.png,133885,079f2747c02d0dbfa367e440e5450f5930c3ac3df6a6cee9c49ee632af6fda28,763,1083,1176,0.053375835,0.044510116,false,false,false,false
487,page-487.png,162990,29386413676b8c74eebd16d6318c37c201e66886da87915f35c6f1008575d9d5,763,1083,1669,0.07025531,0.057907928,false,false,false,false
488,page-488.png,167036,3f124f0a8e6c3717b018b515e5e436b6fce853bdbc9b76520475b8fdf84e402f,763,1083,1473,0.063566691,0.052740494,false,false,false,false
489,page-489.png,161410,9e3c540e99a90c9231d6157542af7098f9bf11ca957c1e9194628703aa6bfbf8,763,1083,1518,0.064640113,0.053441184,false,false,false,false
490,page-490.png,161696,bdb83563d0e5d59c13664e50da5b163a22ebf07e51a2e501de71ea19eb2856e3,763,1083,1636,0.066436008,0.054464989,false,false,false,false
491,page-491.png,123868,1fdbffb7872ae9f2043b53a256c15c92678c9b39b0b5e2495165e1634e7cfdba,763,1083,1187,0.049970411,0.041536724,false,false,false,false
492,page-492.png,149709,108d7ce6759d8cb2d5cfd82067945d3d59b68989c0597c001176f7f4d5bdd283,763,1083,1423,0.06447432,0.05390831,false,false,false,false
493,page-493.png,170701,a649f8e3b6d2391239a4371da988059f0327f70774d8b09f08599f49ae01f093,763,1083,1602,0.069434813,0.057196347,false,false,false,false
494,page-494.png,154188,5cf59b2bb6ade20fc81bd460d0e6f0004af74e54b9f3dc2c1f9ada310c579e82,763,1083,1368,0.059027337,0.048886097,false,false,false,false
495,page-495.png,163362,4f48fe463d606903afe76b83dea2ed40b54110b872162d4c8e769c1e1faba866,763,1083,1470,0.062899886,0.05193331,false,false,false,false
496,page-496.png,152858,c65895d74bae309ad54cca9c19f1120deee06f18d52fed74ff220571894445d0,763,1083,1426,0.060661068,0.04989054,false,false,false,false
497,page-497.png,171736,e7a0797e5baadcc93a2087335c7e574488fe041cafef5d7e71e5a1b9f2c6de77,763,1083,1724,0.071308159,0.058533587,false,false,false,false
498,page-498.png,171775,2a856751a26b1bba5acf932a3fdae0872629c7d8a50c97b872bdc43c3e05a5dd,763,1083,1677,0.070219005,0.057633219,false,false,false,false
499,page-499.png,151814,a4b4f6a66a361a54d3052bc2411c747d10e5f29a4f487faa6c654316f41dabda,763,1083,1377,0.058337539,0.048151523,false,false,false,false
500,page-500.png,164976,2fddab53c070c3d4b0f6074a85e291ab41d7a1bca1671cbedc69e85785b1e805,763,1083,1435,0.062885364,0.052278209,false,false,false,false
501,page-501.png,160151,6b8dcca09b8f5c417f2e155ca80b58bdc15308f6e0034965ad3faab84392ff92,763,1083,1590,0.069356152,0.057400866,false,false,false,false
502,page-502.png,166426,c8b033c0f4f8e006002a4fc5d1297e3ee79b522e102cfbbde38b0e19ff7612b9,763,1083,1538,0.063945475,0.052647311,false,false,false,false
503,page-503.png,169785,9f09f58ed821cb091573afa83211272a52c45a1f1bb6722034c362524e3eea81,763,1083,1593,0.06722262,0.055500896,false,false,false,false
504,page-504.png,190191,2f90647e4e780e8fb6e199b7f00c00fef7638be313237cade4978308b01ee42f,763,1083,1841,0.075565544,0.062051556,false,false,false,false
505,page-505.png,132327,311420e9b0d39ca4b9cb27e08156e1c703cee9e05436bb7c1de4c3aa7aae1642,763,1083,1338,0.05214872,0.043045809,false,false,false,false
506,page-506.png,124790,d8db1345801e9a668ac121cf2891e88b12beeaf8500b7adcc728493dcabe28cb,763,1083,1136,0.05136816,0.04228098,false,false,false,false
507,page-507.png,175511,85ea09efccce72c040c1649f3f927a86482a4c15132c24e844369d8814d52ff5,763,1083,1734,0.069806336,0.057477107,false,false,false,false
508,page-508.png,152928,2a7958704939182eb834241f6929693ba96a36bc9ceb85d4b5aa12ed870b16ad,763,1083,1333,0.057618697,0.047616627,false,false,false,false
